# Chi2 Rg SupportVolume
2.93232e+02 6.48190e+01 3.37500e+06
2.92641e+02 6.48196e+01 3.37500e+06
2.92052e+02 6.48202e+01 3.37500e+06
2.91467e+02 6.48208e+01 3.37500e+06
2.90882e+02 6.48214e+01 3.37500e+06
2.90299e+02 6.48219e+01 3.37500e+06
2.89716e+02 6.48224e+01 3.37500e+06
2.89135e+02 6.48228e+01 3.37500e+06
2.88557e+02 6.48233e+01 3.37500e+06
2.87983e+02 6.48239e+01 3.37500e+06
2.87410e+02 6.48243e+01 3.37500e+06
2.86838e+02 6.48248e+01 3.37500e+06
2.86268e+02 6.48252e+01 3.37500e+06
2.85700e+02 6.48255e+01 3.37500e+06
2.85134e+02 6.48258e+01 3.37500e+06
2.84570e+02 6.48261e+01 3.37500e+06
2.84010e+02 6.48263e+01 3.37500e+06
2.83453e+02 6.48264e+01 3.37500e+06
2.82897e+02 6.48266e+01 3.37500e+06
2.82343e+02 6.48269e+01 3.37500e+06
2.81789e+02 6.48271e+01 3.37500e+06
2.81237e+02 6.48274e+01 3.37500e+06
2.80687e+02 6.48275e+01 3.37500e+06
2.80140e+02 6.48275e+01 3.37500e+06
2.79597e+02 6.48276e+01 3.37500e+06
2.79058e+02 6.48279e+01 3.37500e+06
2.78520e+02 6.48281e+01 3.37500e+06
2.77985e+02 6.48283e+01 3.37500e+06
2.77451e+02 6.48284e+01 3.37500e+06
2.76921e+02 6.48285e+01 3.37500e+06
2.76394e+02 6.48285e+01 3.37500e+06
2.75871e+02 6.48284e+01 3.37500e+06
2.75349e+02 6.48283e+01 3.37500e+06
2.74831e+02 6.48281e+01 3.37500e+06
2.74312e+02 6.48280e+01 3.37500e+06
2.73795e+02 6.48277e+01 3.37500e+06
2.73283e+02 6.48275e+01 3.37500e+06
2.72773e+02 6.48273e+01 3.37500e+06
2.72263e+02 6.48270e+01 3.37500e+06
2.71755e+02 6.48267e+01 3.37500e+06
2.71248e+02 6.48263e+01 3.37500e+06
2.70743e+02 6.48259e+01 3.37500e+06
2.70237e+02 6.48255e+01 3.37500e+06
2.69734e+02 6.48251e+01 3.37500e+06
2.69231e+02 6.48247e+01 3.37500e+06
2.68732e+02 6.48243e+01 3.37500e+06
2.68235e+02 6.48238e+01 3.37500e+06
2.67738e+02 6.48233e+01 3.37500e+06
2.67241e+02 6.48228e+01 3.37500e+06
2.66745e+02 6.48223e+01 3.37500e+06
2.66249e+02 6.48217e+01 3.37500e+06
2.65755e+02 6.48212e+01 3.37500e+06
2.65264e+02 6.48206e+01 3.37500e+06
2.64776e+02 6.48200e+01 3.37500e+06
2.64293e+02 6.48193e+01 3.37500e+06
2.63810e+02 6.48186e+01 3.37500e+06
2.63329e+02 6.48180e+01 3.37500e+06
2.62849e+02 6.48173e+01 3.37500e+06
2.62374e+02 6.48165e+01 3.37500e+06
2.61900e+02 6.48156e+01 3.37500e+06
2.61427e+02 6.48147e+01 3.37500e+06
2.60956e+02 6.48137e+01 3.37500e+06
2.60486e+02 6.48127e+01 3.37500e+06
2.60016e+02 6.48117e+01 3.37500e+06
2.59547e+02 6.48107e+01 3.37500e+06
2.59078e+02 6.48097e+01 3.37500e+06
2.58610e+02 6.48087e+01 3.37500e+06
2.58142e+02 6.48076e+01 3.37500e+06
2.57678e+02 6.48066e+01 3.37500e+06
2.57215e+02 6.48055e+01 3.37500e+06
2.56751e+02 6.48044e+01 3.37500e+06
2.56289e+02 6.48032e+01 3.37500e+06
2.55828e+02 6.48021e+01 3.37500e+06
2.55367e+02 6.48009e+01 3.37500e+06
2.54906e+02 6.47997e+01 3.37500e+06
2.54446e+02 6.47985e+01 3.37500e+06
2.53988e+02 6.47974e+01 3.37500e+06
2.53531e+02 6.47963e+01 3.37500e+06
2.53075e+02 6.47952e+01 3.37500e+06
2.52622e+02 6.47941e+01 3.37500e+06
2.52170e+02 6.47929e+01 3.37500e+06
2.51718e+02 6.47918e+01 3.37500e+06
2.51266e+02 6.47906e+01 3.37500e+06
2.50815e+02 6.47894e+01 3.37500e+06
2.50365e+02 6.47882e+01 3.37500e+06
2.49914e+02 6.47870e+01 3.37500e+06
2.49464e+02 6.47857e+01 3.37500e+06
2.49014e+02 6.47844e+01 3.37500e+06
2.48564e+02 6.47830e+01 3.37500e+06
2.48117e+02 6.47816e+01 3.37500e+06
2.47671e+02 6.47802e+01 3.37500e+06
2.47224e+02 6.47788e+01 3.37500e+06
2.46778e+02 6.47774e+01 3.37500e+06
2.46333e+02 6.47760e+01 3.37500e+06
2.45892e+02 6.47745e+01 3.37500e+06
2.45452e+02 6.47730e+01 3.37500e+06
2.45012e+02 6.47715e+01 3.37500e+06
2.44572e+02 6.47700e+01 3.37500e+06
2.44136e+02 6.47685e+01 3.37500e+06
2.43702e+02 6.47670e+01 3.37500e+06
2.43269e+02 6.47655e+01 3.37500e+06
2.42837e+02 6.47639e+01 3.37500e+06
2.42405e+02 6.47623e+01 3.37500e+06
2.41974e+02 6.47607e+01 3.37500e+06
2.41546e+02 6.47589e+01 3.37500e+06
2.41119e+02 6.47571e+01 3.37500e+06
2.40693e+02 6.47554e+01 3.37500e+06
2.40267e+02 6.47537e+01 3.37500e+06
2.39841e+02 6.47519e+01 3.37500e+06
2.39415e+02 6.47501e+01 3.37500e+06
2.38989e+02 6.47484e+01 3.37500e+06
2.38565e+02 6.47465e+01 3.37500e+06
2.38142e+02 6.47447e+01 3.37500e+06
2.37723e+02 6.47429e+01 3.37500e+06
2.37305e+02 6.47410e+01 3.37500e+06
2.36887e+02 6.47391e+01 3.37500e+06
2.36470e+02 6.47372e+01 3.37500e+06
2.36053e+02 6.47352e+01 3.37500e+06
2.35638e+02 6.47334e+01 3.37500e+06
2.35225e+02 6.47315e+01 3.37500e+06
2.34812e+02 6.47295e+01 3.37500e+06
2.34400e+02 6.47276e+01 3.37500e+06
2.33989e+02 6.47256e+01 3.37500e+06
2.33579e+02 6.47236e+01 3.37500e+06
2.33170e+02 6.47216e+01 3.37500e+06
2.32763e+02 6.47196e+01 3.37500e+06
2.32359e+02 6.47176e+01 3.37500e+06
2.31956e+02 6.47154e+01 3.37500e+06
2.31556e+02 6.47132e+01 3.37500e+06
2.31157e+02 6.47110e+01 3.37500e+06
2.30758e+02 6.47087e+01 3.37500e+06
2.30360e+02 6.47064e+01 3.37500e+06
2.29963e+02 6.47041e+01 3.37500e+06
2.29566e+02 6.47019e+01 3.37500e+06
2.29171e+02 6.46997e+01 3.37500e+06
2.28779e+02 6.46974e+01 3.37500e+06
2.28389e+02 6.46952e+01 3.37500e+06
2.28002e+02 6.46929e+01 3.37500e+06
2.27616e+02 6.46906e+01 3.37500e+06
2.27230e+02 6.46884e+01 3.37500e+06
2.26845e+02 6.46862e+01 3.37500e+06
2.26460e+02 6.46839e+01 3.37500e+06
2.26076e+02 2.75027e+01 3.37500e+06
2.25693e+02 2.74978e+01 3.37500e+06
2.25310e+02 2.74928e+01 3.37500e+06
2.24929e+02 2.74879e+01 3.37500e+06
2.24548e+02 2.74830e+01 3.37500e+06
2.24167e+02 2.74780e+01 3.37500e+06
2.23787e+02 2.74729e+01 3.37500e+06
2.23408e+02 2.74679e+01 3.37500e+06
2.23031e+02 2.74628e+01 3.37500e+06
2.22655e+02 2.74576e+01 3.37500e+06
2.22280e+02 2.74525e+01 3.37500e+06
2.21906e+02 2.74473e+01 3.37500e+06
2.21533e+02 2.74420e+01 3.37500e+06
2.21160e+02 2.74368e+01 3.37500e+06
2.20787e+02 2.74316e+01 3.37500e+06
2.20415e+02 2.74264e+01 3.37500e+06
2.20044e+02 2.74212e+01 3.37500e+06
2.19672e+02 2.74160e+01 3.37500e+06
2.19301e+02 2.74108e+01 3.37500e+06
2.18930e+02 2.74056e+01 3.37500e+06
2.18561e+02 2.74003e+01 3.37500e+06
2.18192e+02 2.73951e+01 3.37500e+06
2.17825e+02 2.73899e+01 3.37500e+06
2.17458e+02 2.73847e+01 3.37500e+06
2.17091e+02 2.73794e+01 3.37500e+06
2.16724e+02 2.73741e+01 3.37500e+06
2.16358e+02 2.73688e+01 3.37500e+06
2.15993e+02 2.73634e+01 3.37500e+06
2.15629e+02 2.73580e+01 3.37500e+06
2.15265e+02 2.73527e+01 3.37500e+06
2.14903e+02 2.73473e+01 3.37500e+06
2.14540e+02 2.73418e+01 3.37500e+06
2.14179e+02 2.73364e+01 3.37500e+06
2.13818e+02 2.73310e+01 3.37500e+06
2.13458e+02 2.73256e+01 3.37500e+06
2.13100e+02 2.73201e+01 3.37500e+06
2.12742e+02 2.73145e+01 3.37500e+06
2.12385e+02 2.73090e+01 3.37500e+06
2.12030e+02 2.73034e+01 3.37500e+06
2.11675e+02 2.72978e+01 3.37500e+06
2.11321e+02 2.72922e+01 3.37500e+06
2.10968e+02 2.72866e+01 3.37500e+06
2.10617e+02 2.72809e+01 3.37500e+06
2.10266e+02 2.72751e+01 3.37500e+06
2.09917e+02 2.72693e+01 3.37500e+06
2.09568e+02 2.72635e+01 3.37500e+06
2.09220e+02 2.72577e+01 3.37500e+06
2.08871e+02 2.72519e+01 3.37500e+06
2.08523e+02 2.72461e+01 3.37500e+06
2.08174e+02 2.72402e+01 3.37500e+06
2.07827e+02 2.72342e+01 3.37500e+06
2.07479e+02 2.72282e+01 3.37500e+06
2.07133e+02 2.72220e+01 3.37500e+06
2.06787e+02 2.72159e+01 3.37500e+06
2.06441e+02 2.72097e+01 3.37500e+06
2.06095e+02 2.72035e+01 3.37500e+06
2.05750e+02 2.71972e+01 3.37500e+06
2.05405e+02 2.71910e+01 3.37500e+06
2.05061e+02 2.71847e+01 3.37500e+06
2.04718e+02 2.71783e+01 3.37500e+06
2.04376e+02 2.71719e+01 3.37500e+06
2.04033e+02 2.71654e+01 3.37500e+06
2.03691e+02 2.71589e+01 3.37500e+06
2.03350e+02 2.71523e+01 3.37500e+06
2.03009e+02 2.71458e+01 3.37500e+06
2.02668e+02 2.71392e+01 3.37500e+06
2.02328e+02 2.71326e+01 3.37500e+06
2.01988e+02 2.71260e+01 3.37500e+06
2.01649e+02 2.71194e+01 3.37500e+06
2.01311e+02 2.71129e+01 3.37500e+06
2.00973e+02 2.71064e+01 3.37500e+06
2.00636e+02 2.70999e+01 3.37500e+06
2.00299e+02 2.70933e+01 3.37500e+06
1.99962e+02 2.70868e+01 3.37500e+06
1.99626e+02 2.70802e+01 3.37500e+06
1.99290e+02 2.70737e+01 3.37500e+06
1.98954e+02 2.70672e+01 3.37500e+06
